Months,Measure Names,Months,Daily Volatility,Avg. Price,Max. Price,Measure Values,Min. Price
12/1/2005,Avg. Price,12/1/2005,,$59.4,$61.4,59.447619048,$57.3
12/1/2005,Min. Price,12/1/2005,,$59.4,$61.4,57.34,$57.3
1/1/2006,Max. Price,1/1/2006,,$65.5,$68.4,68.35,$62.8
1/1/2006,Avg. Price,1/1/2006,,$65.5,$68.4,65.5375,$62.8
1/1/2006,Min. Price,1/1/2006,,$65.5,$68.4,62.79,$62.8
2/1/2006,Max. Price,2/1/2006,,$61.9,$66.6,66.56,$57.7
2/1/2006,Avg. Price,2/1/2006,,$61.9,$66.6,61.925789474,$57.7
2/1/2006,Min. Price,2/1/2006,,$61.9,$66.6,57.65,$57.7
3/1/2006,Max. Price,3/1/2006,,$63.0,$67.2,67.15,$60.0
3/1/2006,Avg. Price,3/1/2006,,$63.0,$67.2,62.966086957,$60.0
3/1/2006,Min. Price,3/1/2006,,$63.0,$67.2,59.96,$60.0
4/1/2006,Max. Price,4/1/2006,,$70.2,$75.2,75.17,$66.2
4/1/2006,Avg. Price,4/1/2006,,$70.2,$75.2,70.161052632,$66.2
4/1/2006,Min. Price,4/1/2006,,$70.2,$75.2,66.23,$66.2
5/1/2006,Max. Price,5/1/2006,,$71.0,$74.6,74.61,$68.5
5/1/2006,Avg. Price,5/1/2006,,$71.0,$74.6,70.960909091,$68.5
5/1/2006,Min. Price,5/1/2006,,$71.0,$74.6,68.53,$68.5
6/1/2006,Max. Price,6/1/2006,,$71.0,$73.9,73.93,$68.6
6/1/2006,Avg. Price,6/1/2006,,$71.0,$73.9,70.969545455,$68.6
6/1/2006,Min. Price,6/1/2006,,$71.0,$73.9,68.56,$68.6
7/1/2006,Max. Price,7/1/2006,,$74.5,$77.0,77.03,$72.7
7/1/2006,Avg. Price,7/1/2006,,$74.5,$77.0,74.463157895,$72.7
7/1/2006,Min. Price,7/1/2006,,$74.5,$77.0,72.66,$72.7
8/1/2006,Max. Price,8/1/2006,,$73.1,$77.0,76.98,$69.7
8/1/2006,Avg. Price,8/1/2006,,$73.1,$77.0,73.083478261,$69.7
8/1/2006,Min. Price,8/1/2006,,$73.1,$77.0,69.71,$69.7
9/1/2006,Max. Price,9/1/2006,,$63.9,$69.2,69.19,$60.5
9/1/2006,Avg. Price,9/1/2006,,$63.9,$69.2,63.895,$60.5
9/1/2006,Min. Price,9/1/2006,,$63.9,$69.2,60.46,$60.5
10/1/2006,Max. Price,10/1/2006,,$59.1,$61.4,61.4,$56.8
10/1/2006,Avg. Price,10/1/2006,,$59.1,$61.4,59.136818182,$56.8
10/1/2006,Min. Price,10/1/2006,,$59.1,$61.4,56.82,$56.8
11/1/2006,Max. Price,11/1/2006,,$59.4,$63.1,63.13,$55.8
11/1/2006,Avg. Price,11/1/2006,,$59.4,$63.1,59.403,$55.8
11/1/2006,Min. Price,11/1/2006,,$59.4,$63.1,55.81,$55.8
12/1/2006,Max. Price,12/1/2006,,$62.1,$63.7,63.72,$60.3
12/1/2006,Avg. Price,12/1/2006,,$62.1,$63.7,62.0865,$60.3
12/1/2006,Min. Price,12/1/2006,,$62.1,$63.7,60.34,$60.3
1/1/2007,Max. Price,1/1/2007,,$54.7,$61.1,61.05,$50.5
1/1/2007,Avg. Price,1/1/2007,,$54.7,$61.1,54.672380952,$50.5
1/1/2007,Min. Price,1/1/2007,,$54.7,$61.1,50.48,$50.5
2/1/2007,Max. Price,2/1/2007,,$59.4,$61.8,61.79,$57.3
2/1/2007,Avg. Price,2/1/2007,,$59.4,$61.8,59.387894737,$57.3
2/1/2007,Min. Price,2/1/2007,,$59.4,$61.8,57.3,$57.3
3/1/2007,Max. Price,3/1/2007,,$60.7,$66.0,66.03,$56.6
3/1/2007,Avg. Price,3/1/2007,,$60.7,$66.0,60.740454545,$56.6
3/1/2007,Min. Price,3/1/2007,,$60.7,$66.0,56.59,$56.6
4/1/2007,Max. Price,4/1/2007,,$64.0,$66.5,66.46,$61.5
4/1/2007,Avg. Price,4/1/2007,,$64.0,$66.5,64.036,$61.5
4/1/2007,Min. Price,4/1/2007,,$64.0,$66.5,61.51,$61.5
5/1/2007,Max. Price,5/1/2007,,$63.5,$66.3,66.27,$61.5
5/1/2007,Avg. Price,5/1/2007,,$63.5,$66.3,63.530909091,$61.5
5/1/2007,Min. Price,5/1/2007,,$63.5,$66.3,61.47,$61.5
6/1/2007,Max. Price,6/1/2007,,$67.5,$70.7,70.68,$64.8
6/1/2007,Avg. Price,6/1/2007,,$67.5,$70.7,67.529523810,$64.8
6/1/2007,Min. Price,6/1/2007,,$67.5,$70.7,64.76,$64.8
7/1/2007,Max. Price,7/1/2007,,$74.2,$78.2,78.21,$71.1
7/1/2007,Avg. Price,7/1/2007,,$74.2,$78.2,74.150476190,$71.1
7/1/2007,Min. Price,7/1/2007,,$74.2,$78.2,71.09,$71.1
8/1/2007,Max. Price,8/1/2007,,$72.4,$76.9,76.86,$69.3
8/1/2007,Avg. Price,8/1/2007,,$72.4,$76.9,72.358695652,$69.3
8/1/2007,Min. Price,8/1/2007,,$72.4,$76.9,69.26,$69.3
9/1/2007,Max. Price,9/1/2007,,$79.6,$83.3,83.32,$75.1
9/1/2007,Avg. Price,9/1/2007,,$79.6,$83.3,79.626315789,$75.1
9/1/2007,Min. Price,9/1/2007,,$79.6,$83.3,75.08,$75.1
10/1/2007,Max. Price,10/1/2007,,$85.7,$94.5,94.53,$79.0
10/1/2007,Avg. Price,10/1/2007,,$85.7,$94.5,85.658260870,$79.0
10/1/2007,Min. Price,10/1/2007,,$85.7,$94.5,79.02,$79.0
11/1/2007,Max. Price,11/1/2007,,$94.6,$98.2,98.18,$88.7
11/1/2007,Avg. Price,11/1/2007,,$94.6,$98.2,94.631428571,$88.7
11/1/2007,Min. Price,11/1/2007,,$94.6,$98.2,88.71,$88.7
12/1/2007,Max. Price,12/1/2007,,$91.7,$96.6,96.62,$87.5
12/1/2007,Avg. Price,12/1/2007,,$91.7,$96.6,91.7425,$87.5
12/1/2007,Min. Price,12/1/2007,,$91.7,$96.6,87.49,$87.5
1/1/2008,Max. Price,1/1/2008,,$92.9,$99.6,99.62,$87.0
1/1/2008,Avg. Price,1/1/2008,,$92.9,$99.6,92.929047619,$87.0
1/1/2008,Min. Price,1/1/2008,,$92.9,$99.6,86.99,$87.0
2/1/2008,Max. Price,2/1/2008,,$95.3,$102.6,102.59,$87.1
2/1/2008,Avg. Price,2/1/2008,,$95.3,$102.6,95.349,$87.1
2/1/2008,Min. Price,2/1/2008,,$95.3,$102.6,87.14,$87.1
3/1/2008,Max. Price,3/1/2008,,$105.4,$110.3,110.33,$99.5
3/1/2008,Avg. Price,3/1/2008,,$105.4,$110.3,105.42,$99.5
3/1/2008,Min. Price,3/1/2008,,$105.4,$110.3,99.52,$99.5
4/1/2008,Max. Price,4/1/2008,,$112.5,$119.4,119.37,$101.0
4/1/2008,Avg. Price,4/1/2008,,$112.5,$119.4,112.462727273,$101.0
4/1/2008,Min. Price,4/1/2008,,$112.5,$119.4,100.98,$101.0
5/1/2008,Max. Price,5/1/2008,,$125.5,$133.2,133.17,$112.5
5/1/2008,Avg. Price,5/1/2008,,$125.5,$133.2,125.458571429,$112.5
5/1/2008,Min. Price,5/1/2008,,$125.5,$133.2,112.52,$112.5
6/1/2008,Max. Price,6/1/2008,,$134.0,$140.2,140.21,$122.3
6/1/2008,Avg. Price,6/1/2008,,$134.0,$140.2,134.015714286,$122.3
6/1/2008,Min. Price,6/1/2008,,$134.0,$140.2,122.3,$122.3
7/1/2008,Max. Price,7/1/2008,,$133.5,$145.3,145.29,$122.2
7/1/2008,Avg. Price,7/1/2008,,$133.5,$145.3,133.484545455,$122.2
7/1/2008,Min. Price,7/1/2008,,$133.5,$145.3,122.19,$122.2
8/1/2008,Max. Price,8/1/2008,,$116.7,$125.1,125.1,$112.9
8/1/2008,Avg. Price,8/1/2008,,$116.7,$125.1,116.688095238,$112.9
8/1/2008,Min. Price,8/1/2008,,$116.7,$125.1,112.87,$112.9
9/1/2008,Max. Price,9/1/2008,,$103.8,$120.9,120.92,$91.2
9/1/2008,Avg. Price,9/1/2008,,$103.8,$120.9,103.763809524,$91.2
9/1/2008,Min. Price,9/1/2008,,$103.8,$120.9,91.15,$91.2
10/1/2008,Max. Price,10/1/2008,,$76.7,$98.5,98.53,$62.7
10/1/2008,Avg. Price,10/1/2008,,$76.7,$98.5,76.723913043,$62.7
10/1/2008,Min. Price,10/1/2008,,$76.7,$98.5,62.73,$62.7
11/1/2008,Max. Price,11/1/2008,,$57.4,$70.5,70.53,$49.6
11/1/2008,Avg. Price,11/1/2008,,$57.4,$70.5,57.441052632,$49.6
11/1/2008,Min. Price,11/1/2008,,$57.4,$70.5,49.62,$49.6
12/1/2008,Max. Price,12/1/2008,,$42.0,$49.3,49.28,$33.9
12/1/2008,Avg. Price,12/1/2008,,$42.0,$49.3,42.042272727,$33.9
12/1/2008,Min. Price,12/1/2008,,$42.0,$49.3,33.87,$33.9
1/1/2009,Max. Price,1/1/2009,,$41.9,$48.8,48.81,$35.4
1/1/2009,Avg. Price,1/1/2009,,$41.9,$48.8,41.9235,$35.4
1/1/2009,Min. Price,1/1/2009,,$41.9,$48.8,35.4,$35.4
2/1/2009,Max. Price,2/1/2009,,$39.3,$45.2,45.22,$34.0
2/1/2009,Avg. Price,2/1/2009,,$39.3,$45.2,39.258421053,$34.0
2/1/2009,Min. Price,2/1/2009,,$39.3,$45.2,33.98,$34.0
3/1/2009,Max. Price,3/1/2009,,$48.1,$54.3,54.34,$40.2
3/1/2009,Avg. Price,3/1/2009,,$48.1,$54.3,48.061818182,$40.2
3/1/2009,Min. Price,3/1/2009,,$48.1,$54.3,40.15,$40.2
4/1/2009,Max. Price,4/1/2009,,$49.9,$52.6,52.64,$45.9
4/1/2009,Avg. Price,4/1/2009,,$49.9,$52.6,49.949523810,$45.9
4/1/2009,Min. Price,4/1/2009,,$49.9,$52.6,45.88,$45.9
5/1/2009,Max. Price,5/1/2009,,$59.2,$66.3,66.31,$53.2
5/1/2009,Avg. Price,5/1/2009,,$59.2,$66.3,59.2125,$53.2
5/1/2009,Min. Price,5/1/2009,,$59.2,$66.3,53.2,$53.2
6/1/2009,Max. Price,6/1/2009,,$69.7,$72.7,72.68,$66.1
6/1/2009,Avg. Price,6/1/2009,,$69.7,$72.7,69.695454545,$66.1
6/1/2009,Min. Price,6/1/2009,,$69.7,$72.7,66.12,$66.1
7/1/2009,Max. Price,7/1/2009,,$64.3,$69.5,69.45,$59.5
7/1/2009,Avg. Price,7/1/2009,,$64.3,$69.5,64.293181818,$59.5
7/1/2009,Min. Price,7/1/2009,,$64.3,$69.5,59.52,$59.5
8/1/2009,Max. Price,8/1/2009,,$71.1,$74.4,74.37,$66.8
8/1/2009,Avg. Price,8/1/2009,,$71.1,$74.4,71.138571429,$66.8
8/1/2009,Min. Price,8/1/2009,,$71.1,$74.4,66.75,$66.8
9/1/2009,Max. Price,9/1/2009,,$69.5,$72.5,72.51,$65.9
9/1/2009,Avg. Price,9/1/2009,,$69.5,$72.5,69.468095238,$65.9
9/1/2009,Min. Price,9/1/2009,,$69.5,$72.5,65.89,$65.9
10/1/2009,Max. Price,10/1/2009,,$75.8,$81.4,81.37,$69.6
10/1/2009,Avg. Price,10/1/2009,,$75.8,$81.4,75.823636364,$69.6
10/1/2009,Min. Price,10/1/2009,,$75.8,$81.4,69.57,$69.6
11/1/2009,Max. Price,11/1/2009,,$78.1,$80.4,80.4,$76.0
11/1/2009,Avg. Price,11/1/2009,,$78.1,$80.4,78.145,$76.0
11/1/2009,Min. Price,11/1/2009,,$78.1,$80.4,76.02,$76.0
12/1/2009,Max. Price,12/1/2009,,$74.6,$79.4,79.36,$69.5
12/1/2009,Avg. Price,12/1/2009,,$74.6,$79.4,74.603181818,$69.5
12/1/2009,Min. Price,12/1/2009,,$74.6,$79.4,69.51,$69.5
1/1/2010,Max. Price,1/1/2010,,$78.4,$83.2,83.18,$72.9
1/1/2010,Avg. Price,1/1/2010,,$78.4,$83.2,78.402631579,$72.9
1/1/2010,Min. Price,1/1/2010,,$78.4,$83.2,72.89,$72.9
2/1/2010,Max. Price,2/1/2010,,$76.5,$80.2,80.16,$71.2
2/1/2010,Avg. Price,2/1/2010,,$76.5,$80.2,76.452631579,$71.2
2/1/2010,Min. Price,2/1/2010,,$76.5,$80.2,71.19,$71.2
3/1/2010,Max. Price,3/1/2010,,$81.3,$83.8,83.76,$78.7
3/1/2010,Avg. Price,3/1/2010,,$81.3,$83.8,81.29,$78.7
3/1/2010,Min. Price,3/1/2010,,$81.3,$83.8,78.7,$78.7
4/1/2010,Max. Price,4/1/2010,,$84.6,$86.8,86.84,$81.5
4/1/2010,Avg. Price,4/1/2010,,$84.6,$86.8,84.575238095,$81.5
4/1/2010,Min. Price,4/1/2010,,$84.6,$86.8,81.45,$81.5
5/1/2010,Max. Price,5/1/2010,,$74.1,$86.2,86.19,$68.0
5/1/2010,Avg. Price,5/1/2010,,$74.1,$86.2,74.1175,$68.0
5/1/2010,Min. Price,5/1/2010,,$74.1,$86.2,68.01,$68.0
6/1/2010,Max. Price,6/1/2010,,$75.4,$78.9,78.86,$71.4
6/1/2010,Avg. Price,6/1/2010,,$75.4,$78.9,75.404545455,$71.4
6/1/2010,Min. Price,6/1/2010,,$75.4,$78.9,71.44,$71.4
7/1/2010,Max. Price,7/1/2010,,$76.4,$79.3,79.3,$72.0
7/1/2010,Avg. Price,7/1/2010,,$76.4,$79.3,76.382857143,$72.0
7/1/2010,Min. Price,7/1/2010,,$76.4,$79.3,71.98,$72.0
8/1/2010,Max. Price,8/1/2010,,$76.7,$82.6,82.55,$71.6
8/1/2010,Avg. Price,8/1/2010,,$76.7,$82.6,76.666818182,$71.6
8/1/2010,Min. Price,8/1/2010,,$76.7,$82.6,71.63,$71.6
9/1/2010,Max. Price,9/1/2010,,$75.5,$80.0,79.97,$73.5
9/1/2010,Avg. Price,9/1/2010,,$75.5,$80.0,75.548571429,$73.5
9/1/2010,Min. Price,9/1/2010,,$75.5,$80.0,73.52,$73.5
10/1/2010,Max. Price,10/1/2010,,$82.0,$83.2,83.23,$79.5
10/1/2010,Avg. Price,10/1/2010,,$82.0,$83.2,81.974761905,$79.5
10/1/2010,Min. Price,10/1/2010,,$82.0,$83.2,79.49,$79.5
11/1/2010,Max. Price,11/1/2010,,$84.3,$87.8,87.81,$80.4
11/1/2010,Avg. Price,11/1/2010,,$84.3,$87.8,84.314761905,$80.4
11/1/2010,Min. Price,11/1/2010,,$84.3,$87.8,80.44,$80.4
12/1/2010,Max. Price,12/1/2010,,$89.2,$91.5,91.51,$86.8
12/1/2010,Avg. Price,12/1/2010,,$89.2,$91.5,89.233181818,$86.8
12/1/2010,Min. Price,12/1/2010,,$89.2,$91.5,86.75,$86.8
1/1/2011,Max. Price,1/1/2011,,$89.6,$92.2,92.19,$85.6
1/1/2011,Avg. Price,1/1/2011,,$89.6,$92.2,89.5785,$85.6
1/1/2011,Min. Price,1/1/2011,,$89.6,$92.2,85.64,$85.6
2/1/2011,Max. Price,2/1/2011,,$89.7,$98.1,98.1,$84.3
2/1/2011,Avg. Price,2/1/2011,,$89.7,$98.1,89.743157895,$84.3
2/1/2011,Min. Price,2/1/2011,,$89.7,$98.1,84.32,$84.3
3/1/2011,Max. Price,3/1/2011,,$103.0,$106.7,106.72,$97.2
3/1/2011,Avg. Price,3/1/2011,,$103.0,$106.7,102.981304348,$97.2
3/1/2011,Min. Price,3/1/2011,,$103.0,$106.7,97.18,$97.2
4/1/2011,Max. Price,4/1/2011,,$110.0,$113.9,113.93,$106.3
4/1/2011,Avg. Price,4/1/2011,,$110.0,$113.9,110.0385,$106.3
4/1/2011,Min. Price,4/1/2011,,$110.0,$113.9,106.25,$106.3
5/1/2011,Max. Price,5/1/2011,,$101.4,$113.5,113.52,$96.9
5/1/2011,Avg. Price,5/1/2011,,$101.4,$113.5,101.356666667,$96.9
5/1/2011,Min. Price,5/1/2011,,$101.4,$113.5,96.91,$96.9
6/1/2011,Max. Price,6/1/2011,,$96.3,$101.9,101.93,$90.6
6/1/2011,Avg. Price,6/1/2011,,$96.3,$101.9,96.288636364,$90.6
6/1/2011,Min. Price,6/1/2011,,$96.3,$101.9,90.61,$90.6
7/1/2011,Max. Price,7/1/2011,,$97.3,$99.9,99.87,$94.9
7/1/2011,Avg. Price,7/1/2011,,$97.3,$99.9,97.3405,$94.9
7/1/2011,Min. Price,7/1/2011,,$97.3,$99.9,94.94,$94.9
8/1/2011,Max. Price,8/1/2011,,$86.3,$94.9,94.89,$79.3
8/1/2011,Avg. Price,8/1/2011,,$86.3,$94.9,86.340869565,$79.3
8/1/2011,Min. Price,8/1/2011,,$86.3,$94.9,79.3,$79.3
9/1/2011,Max. Price,9/1/2011,,$85.6,$90.2,90.21,$79.2
9/1/2011,Avg. Price,9/1/2011,,$85.6,$90.2,85.61,$79.2
9/1/2011,Min. Price,9/1/2011,,$85.6,$90.2,79.2,$79.2
10/1/2011,Max. Price,10/1/2011,,$86.4,$94.0,93.96,$75.7
10/1/2011,Avg. Price,10/1/2011,,$86.4,$94.0,86.428095238,$75.7
10/1/2011,Min. Price,10/1/2011,,$86.4,$94.0,75.67,$75.7
11/1/2011,Max. Price,11/1/2011,,$97.2,$102.6,102.59,$92.2
11/1/2011,Avg. Price,11/1/2011,,$97.2,$102.6,97.162857143,$92.2
11/1/2011,Min. Price,11/1/2011,,$97.2,$102.6,92.19,$92.2
12/1/2011,Max. Price,12/1/2011,,$98.6,$101.3,101.34,$93.5
12/1/2011,Avg. Price,12/1/2011,,$98.6,$101.3,98.575714286,$93.5
12/1/2011,Min. Price,12/1/2011,,$98.6,$101.3,93.53,$93.5
1/1/2012,Max. Price,1/1/2012,,$100.3,$103.2,103.22,$98.5
1/1/2012,Avg. Price,1/1/2012,,$100.3,$103.2,100.3185,$98.5
1/1/2012,Min. Price,1/1/2012,,$100.3,$103.2,98.46,$98.5
2/1/2012,Max. Price,2/1/2012,,$102.3,$109.8,109.77,$96.4
2/1/2012,Avg. Price,2/1/2012,,$102.3,$109.8,102.2625,$96.4
2/1/2012,Min. Price,2/1/2012,,$102.3,$109.8,96.36,$96.4
3/1/2012,Max. Price,3/1/2012,,$106.2,$108.8,108.84,$102.8
3/1/2012,Avg. Price,3/1/2012,,$106.2,$108.8,106.205,$102.8
3/1/2012,Min. Price,3/1/2012,,$106.2,$108.8,102.78,$102.8
4/1/2012,Max. Price,4/1/2012,,$103.3,$105.2,105.23,$101.0
4/1/2012,Avg. Price,4/1/2012,,$103.3,$105.2,103.346,$101.0
4/1/2012,Min. Price,4/1/2012,,$103.3,$105.2,101.02,$101.0
5/1/2012,Max. Price,5/1/2012,,$94.7,$106.2,106.16,$86.5
5/1/2012,Avg. Price,5/1/2012,,$94.7,$106.2,94.715909091,$86.5
5/1/2012,Min. Price,5/1/2012,,$94.7,$106.2,86.53,$86.5
6/1/2012,Max. Price,6/1/2012,,$82.4,$85.0,85.02,$77.7
6/1/2012,Avg. Price,6/1/2012,,$82.4,$85.0,82.405238095,$77.7
6/1/2012,Min. Price,6/1/2012,,$82.4,$85.0,77.69,$77.7
7/1/2012,Max. Price,7/1/2012,,$87.9,$92.7,92.66,$83.8
7/1/2012,Avg. Price,7/1/2012,,$87.9,$92.7,87.931428571,$83.8
7/1/2012,Min. Price,7/1/2012,,$87.9,$92.7,83.75,$83.8
8/1/2012,Max. Price,8/1/2012,,$94.2,$97.3,97.26,$87.1
8/1/2012,Avg. Price,8/1/2012,,$94.2,$97.3,94.160869565,$87.1
8/1/2012,Min. Price,8/1/2012,,$94.2,$97.3,87.13,$87.1
9/1/2012,Max. Price,9/1/2012,,$94.6,$99.0,99,$90.0
9/1/2012,Avg. Price,9/1/2012,,$94.6,$99.0,94.558421053,$90.0
9/1/2012,Min. Price,9/1/2012,,$94.6,$99.0,89.98,$90.0
10/1/2012,Max. Price,10/1/2012,,$89.6,$92.5,92.48,$85.5
10/1/2012,Avg. Price,10/1/2012,,$89.6,$92.5,89.570869565,$85.5
10/1/2012,Min. Price,10/1/2012,,$89.6,$92.5,85.54,$85.5
11/1/2012,Max. Price,11/1/2012,,$86.7,$89.3,89.28,$84.4
11/1/2012,Avg. Price,11/1/2012,,$86.7,$89.3,86.732380952,$84.4
11/1/2012,Min. Price,11/1/2012,,$86.7,$89.3,84.44,$84.4
12/1/2012,Max. Price,12/1/2012,,$88.2,$91.8,91.82,$85.6
12/1/2012,Avg. Price,12/1/2012,,$88.2,$91.8,88.2455,$85.6
12/1/2012,Min. Price,12/1/2012,,$88.2,$91.8,85.56,$85.6
1/1/2013,Max. Price,1/1/2013,,$94.8,$97.9,97.94,$92.9
1/1/2013,Avg. Price,1/1/2013,,$94.8,$97.9,94.828571429,$92.9
1/1/2013,Min. Price,1/1/2013,,$94.8,$97.9,92.92,$92.9
2/1/2013,Max. Price,2/1/2013,,$95.3,$97.8,97.77,$92.1
2/1/2013,Avg. Price,2/1/2013,,$95.3,$97.8,95.321578947,$92.1
2/1/2013,Min. Price,2/1/2013,,$95.3,$97.8,92.05,$92.1
3/1/2013,Max. Price,3/1/2013,,$93.0,$97.2,97.23,$90.1
3/1/2013,Avg. Price,3/1/2013,,$93.0,$97.2,92.957,$90.1
3/1/2013,Min. Price,3/1/2013,,$93.0,$97.2,90.12,$90.1
4/1/2013,Max. Price,4/1/2013,,$92.1,$97.2,97.19,$86.7
4/1/2013,Avg. Price,4/1/2013,,$92.1,$97.2,92.067727273,$86.7
4/1/2013,Min. Price,4/1/2013,,$92.1,$97.2,86.68,$86.7
5/1/2013,Max. Price,5/1/2013,,$94.8,$96.7,96.71,$91.0
5/1/2013,Avg. Price,5/1/2013,,$94.8,$96.7,94.757391304,$91.0
5/1/2013,Min. Price,5/1/2013,,$94.8,$96.7,91.03,$91.0
6/1/2013,Max. Price,6/1/2013,,$95.8,$98.4,98.44,$93.3
6/1/2013,Avg. Price,6/1/2013,,$95.8,$98.4,95.8005,$93.3
6/1/2013,Min. Price,6/1/2013,,$95.8,$98.4,93.31,$93.3
7/1/2013,Max. Price,7/1/2013,,$104.6,$108.1,108.05,$98.0
7/1/2013,Avg. Price,7/1/2013,,$104.6,$108.1,104.555217391,$98.0
7/1/2013,Min. Price,7/1/2013,,$104.6,$108.1,97.99,$98.0
8/1/2013,Max. Price,8/1/2013,,$106.5,$110.1,110.1,$103.4
8/1/2013,Avg. Price,8/1/2013,,$106.5,$110.1,106.538636364,$103.4
8/1/2013,Min. Price,8/1/2013,,$106.5,$110.1,103.4,$103.4
9/1/2013,Max. Price,9/1/2013,,$106.3,$110.5,110.53,$102.3
9/1/2013,Avg. Price,9/1/2013,,$106.3,$110.5,106.26,$102.3
9/1/2013,Min. Price,9/1/2013,,$106.3,$110.5,102.33,$102.3
10/1/2013,Max. Price,10/1/2013,,$100.6,$104.1,104.1,$96.4
10/1/2013,Avg. Price,10/1/2013,,$100.6,$104.1,100.552608696,$96.4
10/1/2013,Min. Price,10/1/2013,,$100.6,$104.1,96.38,$96.4
11/1/2013,Max. Price,11/1/2013,,$93.9,$95.4,95.44,$92.3
11/1/2013,Avg. Price,11/1/2013,,$93.9,$95.4,93.852857143,$92.3
11/1/2013,Min. Price,11/1/2013,,$93.9,$95.4,92.28,$92.3
12/1/2013,Max. Price,12/1/2013,,$97.9,$100.3,100.32,$93.8
12/1/2013,Avg. Price,12/1/2013,,$97.9,$100.3,97.894285714,$93.8
12/1/2013,Min. Price,12/1/2013,,$97.9,$100.3,93.82,$93.8
1/1/2014,Max. Price,1/1/2014,,$95.0,$98.7,98.7,$91.7
1/1/2014,Avg. Price,1/1/2014,,$95.0,$98.7,94.983478261,$91.7
1/1/2014,Min. Price,1/1/2014,,$95.0,$98.7,91.66,$91.7
2/1/2014,Max. Price,2/1/2014,,$100.7,$103.3,103.31,$96.4
2/1/2014,Avg. Price,2/1/2014,,$100.7,$103.3,100.6705,$96.4
2/1/2014,Min. Price,2/1/2014,,$100.7,$103.3,96.43,$96.4
3/1/2014,Max. Price,3/1/2014,,$100.5,$104.9,104.92,$98.0
3/1/2014,Avg. Price,3/1/2014,,$100.5,$104.9,100.509047619,$98.0
3/1/2014,Min. Price,3/1/2014,,$100.5,$104.9,97.99,$98.0
4/1/2014,Max. Price,4/1/2014,,$102.0,$104.4,104.37,$99.6
4/1/2014,Avg. Price,4/1/2014,,$102.0,$104.4,102.034761905,$99.6
4/1/2014,Min. Price,4/1/2014,,$102.0,$104.4,99.62,$99.6
5/1/2014,Max. Price,5/1/2014,,$101.9,$104.4,104.35,$99.4
5/1/2014,Avg. Price,5/1/2014,,$101.9,$104.4,101.907727273,$99.4
5/1/2014,Min. Price,5/1/2014,,$101.9,$104.4,99.42,$99.4
6/1/2014,Max. Price,6/1/2014,,$105.1,$107.3,107.26,$102.5
6/1/2014,Avg. Price,6/1/2014,,$105.1,$107.3,105.146666667,$102.5
6/1/2014,Min. Price,6/1/2014,,$105.1,$107.3,102.47,$102.5
7/1/2014,Max. Price,7/1/2014,,$102.5,$105.3,105.34,$98.2
7/1/2014,Avg. Price,7/1/2014,,$102.5,$105.3,102.451304348,$98.2
7/1/2014,Min. Price,7/1/2014,,$102.5,$105.3,98.17,$98.2
8/1/2014,Max. Price,8/1/2014,,$96.1,$98.3,98.29,$93.4
8/1/2014,Avg. Price,8/1/2014,,$96.1,$98.3,96.076190476,$93.4
8/1/2014,Min. Price,8/1/2014,,$96.1,$98.3,93.35,$93.4
9/1/2014,Max. Price,9/1/2014,,$93.2,$95.8,95.83,$91.2
9/1/2014,Avg. Price,9/1/2014,,$93.2,$95.8,93.161363636,$91.2
9/1/2014,Min. Price,9/1/2014,,$93.2,$95.8,91.16,$91.2
10/1/2014,Max. Price,10/1/2014,,$84.3,$91.0,91.01,$80.5
10/1/2014,Avg. Price,10/1/2014,,$84.3,$91.0,84.339130435,$80.5
10/1/2014,Min. Price,10/1/2014,,$84.3,$91.0,80.52,$80.5
11/1/2014,Max. Price,11/1/2014,,$75.4,$78.8,78.78,$66.2
11/1/2014,Avg. Price,11/1/2014,,$75.4,$78.8,75.447,$66.2
11/1/2014,Min. Price,11/1/2014,,$75.4,$78.8,66.15,$66.2
12/1/2014,Max. Price,12/1/2014,,$59.1,$69.0,69,$53.3
12/1/2014,Avg. Price,12/1/2014,,$59.1,$69.0,59.143043478,$53.3
12/1/2014,Min. Price,12/1/2014,,$59.1,$69.0,53.27,$53.3
1/1/2015,Max. Price,1/1/2015,,$47.7,$54.6,54.56,$44.5
1/1/2015,Avg. Price,1/1/2015,,$47.7,$54.6,47.726086957,$44.5
1/1/2015,Min. Price,1/1/2015,,$47.7,$54.6,44.45,$44.5
2/1/2015,Max. Price,2/1/2015,,$51.0,$54.1,54.06,$48.2
2/1/2015,Avg. Price,2/1/2015,,$51.0,$54.1,51.020952381,$48.2
2/1/2015,Min. Price,2/1/2015,,$51.0,$54.1,48.17,$48.2
3/1/2015,Max. Price,3/1/2015,,$47.9,$51.5,51.53,$43.5
3/1/2015,Avg. Price,3/1/2015,,$47.9,$51.5,47.854090909,$43.5
3/1/2015,Min. Price,3/1/2015,,$47.9,$51.5,43.46,$43.5
4/1/2015,Max. Price,4/1/2015,,$54.4,$59.6,59.63,$49.1
4/1/2015,Avg. Price,4/1/2015,,$54.4,$59.6,54.378636364,$49.1
4/1/2015,Min. Price,4/1/2015,,$54.4,$59.6,49.14,$49.1
